Airplane,Date,DepCode,Way,DesCode,DepTime,ArrTime,Day,Duration,Price,PriceEx,DateOfBought,Stop,Days
THY,15.06.2022,KCM,KCM-IST-TZX,TZX,11:10,15:30,A,260,1159,81,16.02.2022,2,119
THY,15.06.2022,KCM,KCM-IST-NAV,NAV,11:10,20:00,A,530,1159,81,16.02.2022,2,119
THY,15.07.2022,KCM,KCM-IST-AYT,AYT,11:10,15:25,A,255,1159,81,16.02.2022,2,149
THY,15.07.2022,KCM,KCM-IST-GZT,GZT,11:10,17:15,A,365,1106,98,16.02.2022,2,149
THY,15.07.2022,KCM,KCM-IST-DLM,DLM,11:10,15:10,A,240,1159,81,16.02.2022,2,149
THY,15.07.2022,KCM,KCM-IST,IST,11:10,12:50,A,100,606,99,16.02.2022,1,149
THY,15.07.2022,KCM,KCM-IST-SAW-KYA,KYA,11:10,19:35,A,505,1182,82,16.02.2022,2.5,149
THY,15.07.2022,KCM,KCM-IST-ADB,ADB,11:10,15:05,A,235,1159,81,16.02.2022,2,149
THY,15.07.2022,KCM,KCM-IST-TZX,TZX,11:10,15:30,A,260,1159,81,16.02.2022,2,149
THY,15.07.2022,KCM,KCM-IST-NAV,NAV,11:10,20:00,A,530,1159,81,16.02.2022,2,149
THY,15.08.2022,KCM,KCM-IST-AYT,AYT,11:10,15:25,A,255,1159,81,16.02.2022,2,180
THY,15.08.2022,KCM,KCM-IST-GZT,GZT,11:10,17:15,A,365,1073,98,16.02.2022,2,180
THY,15.08.2022,KCM,KCM-IST-DLM,DLM,11:10,15:10,A,240,1159,81,16.02.2022,2,180
THY,15.08.2022,KCM,KCM-IST,IST,11:10,12:50,A,100,606,99,16.02.2022,1,180
THY,15.08.2022,KCM,KCM-IST-KYA,KYA,11:10,19:50,A,520,1159,81,16.02.2022,2,180
THY,15.08.2022,KCM,KCM-IST-ADB,ADB,11:10,15:05,A,235,1159,81,16.02.2022,2,180
THY,15.08.2022,KCM,KCM-IST-TZX,TZX,11:10,15:30,A,260,1159,81,16.02.2022,2,180
THY,15.08.2022,KCM,KCM-IST-NAV,NAV,11:10,20:00,A,530,1159,81,16.02.2022,2,180
THY,8.06.2022,DIY,DIY-IST-AYT,AYT,08:25,12:35,A,250,1163,23,16.02.2022,2,112
THY,8.06.2022,DIY,DIY-IST-GZT,GZT,08:25,14:00,A,335,1163,23,16.02.2022,2,112
THY,8.06.2022,DIY,DIY-IST-DLM,DLM,08:25,13:10,A,285,1163,23,16.02.2022,2,112
THY,8.06.2022,DIY,DIY-IST,IST,08:25,10:25,A,120,606,99,16.02.2022,1,112
THY,8.06.2022,DIY,DIY-IST-KYA,KYA,11:30,19:50,A,500,1163,23,16.02.2022,2,112
THY,8.06.2022,DIY,DIY-IST-TZX,TZX,08:25,13:55,A,330,1163,23,16.02.2022,2,112
THY,8.06.2022,DIY,DIY-IST-ADB,ADB,08:25,14:05,A,340,1163,23,16.02.2022,2,112
THY,8.06.2022,DIY,DIY-IST-NAV,NAV,08:25,14:30,A,365,1163,23,16.02.2022,2,112
THY,8.07.2022,DIY,DIY-IST-AYT,AYT,08:25,12:35,A,250,1163,23,16.02.2022,2,142
THY,8.07.2022,DIY,DIY-IST,IST,08:25,10:25,A,120,606,99,16.02.2022,1,142
THY,8.07.2022,DIY,DIY-IST-GZT,GZT,08:25,14:00,A,335,1163,23,16.02.2022,2,142
THY,8.07.2022,DIY,DIY-IST-DLM,DLM,08:25,13:10,A,285,1163,23,16.02.2022,2,142
THY,8.07.2022,DIY,DIY-SAW-KYA,KYA,09:35,19:35,A,600,1070,25,16.02.2022,2,142
THY,8.07.2022,DIY,DIY-IST-ADB,ADB,08:25,14:05,A,340,1163,23,16.02.2022,2,142
THY,8.07.2022,DIY,DIY-IST-TZX,TZX,08:25,13:55,A,330,1163,23,16.02.2022,2,142
THY,8.07.2022,DIY,DIY-IST-NAV,NAV,08:25,14:30,A,365,1163,23,16.02.2022,2,142
THY,8.08.2022,DIY,DIY-IST-AYT,AYT,08:25,12:35,A,250,1163,23,16.02.2022,2,173
THY,8.08.2022,DIY,DIY-IST-GZT,GZT,08:25,14:00,A,335,1163,23,16.02.2022,2,173
THY,8.08.2022,DIY,DIY-IST-DLM,DLM,08:25,13:10,A,285,1163,23,16.02.2022,2,173
THY,8.08.2022,DIY,DIY-IST,IST,08:25,10:25,A,120,606,99,16.02.2022,1,173
THY,8.08.2022,DIY,DIY-IST-KYA,KYA,11:30,19:50,A,500,1163,23,16.02.2022,2,173
THY,8.08.2022,DIY,DIY-IST-ADB,ADB,08:25,14:05,A,340,1163,23,16.02.2022,2,173
THY,8.08.2022,DIY,DIY-IST-TZX,TZX,08:25,13:55,A,330,1163,23,16.02.2022,2,173
THY,8.08.2022,DIY,DIY-IST-NAV,NAV,08:25,14:30,A,365,1163,23,16.02.2022,2,173
THY,26.06.2022,ERZ,ERZ-IST-AYT,AYT,08:55,13:40,A,285,1003,23,16.02.2022,2,130
THY,26.06.2022,ERZ,ERZ-IST-GZT,GZT,08:55,14:00,A,305,1003,23,16.02.2022,2,130
THY,26.06.2022,ERZ,ERZ-IST-DLM,DLM,08:55,13:10,A,255,1163,23,16.02.2022,2,130
THY,26.06.2022,ERZ,ERZ-IST,IST,08:55,11:00,A,125,540,49,16.02.2022,1,130
THY,26.06.2022,ERZ,ERZ-IST-KYA,KYA,18:30,23:15,A,285,1163,23,16.02.2022,2,130
THY,26.06.2022,ERZ,ERZ-IST-ADB,ADB,08:55,14:05,A,310,1003,23,16.02.2022,2,130
THY,26.06.2022,ERZ,ERZ-IST-TZX,TZX,08:55,13:55,A,300,1163,23,16.02.2022,2,130
THY,26.06.2022,ERZ,ERZ-IST-NAV,NAV,08:55,14:30,A,335,1163,23,16.02.2022,2,130
THY,26.07.2022,ERZ,ERZ-IST-AYT,AYT,08:55,13:40,A,285,1163,23,16.02.2022,2,160
THY,26.07.2022,ERZ,ERZ-IST-GZT,GZT,08:55,14:00,A,305,1163,23,16.02.2022,2,160
THY,26.07.2022,ERZ,ERZ-IST-DLM,DLM,08:55,13:10,A,255,1163,23,16.02.2022,2,160
THY,26.07.2022,ERZ,ERZ-IST,IST,08:55,11:00,A,125,606,99,16.02.2022,1,160
THY,26.07.2022,ERZ,ERZ-IST-KYA,KYA,08:55,19:50,A,655,1163,23,16.02.2022,2,160
THY,26.07.2022,ERZ,ERZ-IST-ADB,ADB,08:55,14:05,A,310,1163,23,16.02.2022,2,160
THY,26.07.2022,ERZ,ERZ-IST-TZX,TZX,08:55,13:55,A,300,1163,23,16.02.2022,2,160
THY,26.07.2022,ERZ,ERZ-IST-NAV,NAV,08:55,14:30,A,335,1163,23,16.02.2022,2,160
THY,26.08.2022,ERZ,ERZ-IST-AYT,AYT,08:55,13:40,A,285,1163,23,16.02.2022,2,191
THY,26.08.2022,ERZ,ERZ-IST-GZT,GZT,08:55,14:00,A,305,1163,23,16.02.2022,2,191
THY,26.08.2022,ERZ,ERZ-IST-DLM,DLM,08:55,13:10,A,255,1163,23,16.02.2022,2,191
THY,26.08.2022,ERZ,ERZ-IST,IST,08:55,11:00,A,125,606,99,16.02.2022,1,191
THY,26.08.2022,ERZ,ERZ-IST-KYA,KYA,14:50,19:50,A,300,1163,23,16.02.2022,2,191
THY,26.08.2022,ERZ,ERZ-IST-ADB,ADB,08:55,14:05,A,310,1163,23,16.02.2022,2,191
THY,26.08.2022,ERZ,ERZ-IST-TZX,TZX,08:55,13:55,A,300,1163,23,16.02.2022,2,191
THY,26.08.2022,ERZ,ERZ-IST-NAV,NAV,08:55,14:30,A,335,1163,23,16.02.2022,2,191
THY,11.06.2022,ASR,ASR-IST-AYT,AYT,04:05,09:50,A,345,883,23,16.02.2022,2,115
THY,11.06.2022,ASR,ASR-IST-GZT,GZT,04:05,08:15,A,250,1083,23,16.02.2022,2,115
THY,11.06.2022,ASR,ASR-IST-DLM,DLM,04:05,08:00,A,235,1163,23,16.02.2022,2,115
THY,11.06.2022,ASR,ASR-IST,IST,04:05,05:40,A,95,471,49,16.02.2022,1,115
THY,11.06.2022,ASR,ASR-IST-KYA,KYA,04:05,07:40,A,215,883,23,16.02.2022,2,115
THY,11.06.2022,ASR,ASR-IST-ADB,ADB,04:05,08:05,A,240,883,23,16.02.2022,2,115
THY,11.06.2022,ASR,ASR-IST-TZX,TZX,04:05,08:40,A,275,1083,23,16.02.2022,2,115
THY,11.06.2022,ASR,ASR-IST-NAV,NAV,04:05,07:55,A,230,969,48,16.02.2022,2,115
THY,11.07.2022,ASR,ASR-IST-AYT,AYT,04:05,09:50,A,345,1163,23,16.02.2022,2,145
THY,11.07.2022,ASR,ASR-IST-GZT,GZT,04:05,08:15,A,250,1163,23,16.02.2022,2,145
THY,11.07.2022,ASR,ASR-IST-DLM,DLM,04:05,08:00,A,235,1163,23,16.02.2022,2,145
THY,11.07.2022,ASR,ASR-IST,IST,04:05,05:40,A,95,606,99,16.02.2022,1,145
THY,11.07.2022,ASR,ASR-IST-KYA,KYA,04:05,07:40,A,215,1163,23,16.02.2022,2,145
THY,11.07.2022,ASR,ASR-IST-ADB,ADB,04:05,08:05,A,240,1163,23,16.02.2022,2,145
THY,11.07.2022,ASR,ASR-IST-TZX,TZX,04:05,08:40,A,275,1163,23,16.02.2022,2,145
THY,11.07.2022,ASR,ASR-IST-NAV,NAV,04:05,07:55,A,230,1203,98,16.02.2022,2,145
THY,11.08.2022,ASR,ASR-IST-AYT,AYT,04:05,09:50,A,345,1163,23,16.02.2022,2,176
THY,11.08.2022,ASR,ASR-IST-GZT,GZT,04:05,08:15,A,250,1163,23,16.02.2022,2,176
THY,11.08.2022,ASR,ASR-IST-DLM,DLM,04:05,08:00,A,235,1163,23,16.02.2022,2,176
THY,11.08.2022,ASR,ASR-IST,IST,04:05,05:40,A,95,606,99,16.02.2022,1,176
THY,11.08.2022,ASR,ASR-IST-KYA,KYA,04:05,07:40,A,215,1163,23,16.02.2022,2,176
THY,11.08.2022,ASR,ASR-IST-ADB,ADB,04:05,08:05,A,240,1163,23,16.02.2022,2,176
THY,11.08.2022,ASR,ASR-IST-TZX,TZX,04:05,08:40,A,275,1163,23,16.02.2022,2,176
THY,11.08.2022,ASR,ASR-IST-NAV,NAV,04:05,07:55,A,230,1136,98,16.02.2022,2,176
THY,4.06.2022,GNY,GNY-IST-AYT,AYT,09:15,13:40,A,265,879,81,16.02.2022,2,108
THY,4.06.2022,GNY,GNY-IST-GZT,GZT,09:15,14:00,A,285,998,98,16.02.2022,2,108
THY,4.06.2022,GNY,GNY-IST-DLM,DLM,09:15,13:10,A,235,1159,81,16.02.2022,2,108
THY,4.06.2022,GNY,GNY-IST,IST,09:15,11:10,A,115,440,99,16.02.2022,1,108
THY,4.06.2022,GNY,GNY-IST-KYA,KYA,16:15,23:15,A,420,1159,81,16.02.2022,2,108
THY,4.06.2022,GNY,GNY-IST-ADB,ADB,09:15,14:05,A,290,799,81,16.02.2022,2,108
THY,4.06.2022,GNY,GNY-IST-TZX,TZX,09:15,13:55,A,280,999,81,16.02.2022,2,108
THY,4.06.2022,GNY,GNY-IST-NAV,NAV,09:15,14:30,A,315,999,81,16.02.2022,2,108
THY,4.07.2022,GNY,GNY-IST-AYT,AYT,09:15,13:40,A,265,879,81,16.02.2022,2,138
THY,4.07.2022,GNY,GNY-IST-GZT,GZT,09:15,14:00,A,285,937,98,16.02.2022,2,138
THY,4.07.2022,GNY,GNY-IST,IST,09:15,11:10,A,115,470,99,16.02.2022,1,138
THY,4.07.2022,GNY,GNY-IST-DLM,DLM,09:15,13:10,A,235,1159,81,16.02.2022,2,138
THY,4.07.2022,GNY,GNY-IST-KYA,KYA,16:15,23:15,A,420,1159,81,16.02.2022,2,138
THY,4.07.2022,GNY,GNY-IST-ADB,ADB,09:15,14:05,A,290,879,81,16.02.2022,2,138
THY,4.07.2022,GNY,GNY-IST-TZX,TZX,09:15,13:55,A,280,1159,81,16.02.2022,2,138
THY,4.07.2022,GNY,GNY-IST-NAV,NAV,09:15,14:30,A,315,1159,81,16.02.2022,2,138
THY,4.08.2022,GNY,GNY-IST-AYT,AYT,09:15,13:40,A,265,879,81,16.02.2022,2,169
THY,4.08.2022,GNY,GNY-IST-GZT,GZT,09:15,14:00,A,285,907,98,16.02.2022,2,169
THY,4.08.2022,GNY,GNY-IST-DLM,DLM,09:15,13:10,A,235,1159,81,16.02.2022,2,169
THY,4.08.2022,GNY,GNY-IST,IST,09:15,11:10,A,115,440,99,16.02.2022,1,169
THY,4.08.2022,GNY,GNY-IST-KYA,KYA,16:15,23:15,A,420,1159,81,16.02.2022,2,169
THY,4.08.2022,GNY,GNY-IST-ADB,ADB,09:15,14:05,A,290,799,81,16.02.2022,2,169
THY,4.08.2022,GNY,GNY-IST-TZX,TZX,09:15,13:55,A,280,1079,81,16.02.2022,2,169
THY,4.08.2022,GNY,GNY-IST-NAV,NAV,09:15,14:30,A,315,1159,81,16.02.2022,2,169
THY,13.06.2022,SZF,SZF-IST-AYT,AYT,04:15,09:50,A,335,883,23,16.02.2022,2,117
THY,13.06.2022,SZF,SZF-IST-GZT,GZT,04:15,08:15,A,240,883,23,16.02.2022,2,117
THY,13.06.2022,SZF,SZF-IST-DLM,DLM,04:15,08:00,A,225,803,23,16.02.2022,2,117
THY,13.06.2022,SZF,SZF-IST,IST,04:15,05:45,A,90,411,49,16.02.2022,1,117
THY,13.06.2022,SZF,SZF-IST-KYA,KYA,04:15,07:40,A,205,763,23,16.02.2022,2,117
THY,13.06.2022,SZF,SZF-IST-ADB,ADB,04:15,08:05,A,230,763,23,16.02.2022,2,117
THY,13.06.2022,SZF,SZF-IST-TZX,TZX,04:15,08:40,A,265,1163,23,16.02.2022,2,117
THY,13.06.2022,SZF,SZF-IST-NAV,NAV,04:15,07:55,A,220,943,23,16.02.2022,2,117
THY,13.07.2022,SZF,SZF-IST-AYT,AYT,04:15,09:50,A,335,1163,23,16.02.2022,2,147
THY,13.07.2022,SZF,SZF-IST-GZT,GZT,04:15,08:15,A,240,1163,23,16.02.2022,2,147
THY,13.07.2022,SZF,SZF-IST-DLM,DLM,04:15,08:00,A,225,1163,23,16.02.2022,2,147
THY,13.07.2022,SZF,SZF-IST,IST,04:15,05:45,A,90,606,99,16.02.2022,1,147
THY,13.07.2022,SZF,SZF-IST-KYA,KYA,04:15,07:40,A,205,1163,23,16.02.2022,2,147
THY,13.07.2022,SZF,SZF-IST-ADB,ADB,04:15,08:05,A,230,1163,23,16.02.2022,2,147
THY,13.07.2022,SZF,SZF-IST-TZX,TZX,04:15,08:40,A,265,1163,23,16.02.2022,2,147
THY,13.07.2022,SZF,SZF-IST-NAV,NAV,04:15,07:55,A,220,1163,23,16.02.2022,2,147
THY,13.08.2022,SZF,SZF-IST-AYT,AYT,04:15,09:50,A,335,883,23,16.02.2022,2,178
THY,13.08.2022,SZF,SZF-IST-GZT,GZT,04:15,08:15,A,240,1083,23,16.02.2022,2,178
THY,13.08.2022,SZF,SZF-IST-DLM,DLM,04:15,08:00,A,225,1163,23,16.02.2022,2,178
THY,13.08.2022,SZF,SZF-IST,IST,04:15,05:45,A,90,441,49,16.02.2022,1,178
THY,13.08.2022,SZF,SZF-IST-KYA,KYA,04:15,07:40,A,205,883,23,16.02.2022,2,178
THY,13.08.2022,SZF,SZF-IST-ADB,ADB,04:15,08:05,A,230,803,23,16.02.2022,2,178
THY,13.08.2022,SZF,SZF-IST-TZX,TZX,04:15,08:40,A,265,1083,23,16.02.2022,2,178
THY,13.08.2022,SZF,SZF-IST-NAV,NAV,04:15,07:55,A,220,1003,23,16.02.2022,2,178
THY,25.06.2022,OGU,OGU-IST-AYT,AYT,03:50,09:50,A,360,1159,81,16.02.2022,2,129
THY,25.06.2022,OGU,OGU-IST-GZT,GZT,03:50,08:15,A,265,1159,81,16.02.2022,2,129
THY,25.06.2022,OGU,OGU-IST-DLM,DLM,03:50,08:00,A,250,1159,81,16.02.2022,2,129
THY,25.06.2022,OGU,OGU-IST,IST,03:50,05:35,A,105,606,99,16.02.2022,1,129
THY,25.06.2022,OGU,OGU-IST-KYA,KYA,03:50,07:40,A,230,1159,81,16.02.2022,2,129
THY,25.06.2022,OGU,OGU-IST-ADB,ADB,03:50,08:05,A,255,1159,81,16.02.2022,2,129
THY,25.06.2022,OGU,OGU-IST-TZX,TZX,03:50,08:40,A,290,1203,98,16.02.2022,2,129
THY,25.06.2022,OGU,OGU-IST-NAV,NAV,03:50,07:55,A,245,1159,81,16.02.2022,2,129
THY,25.07.2022,OGU,OGU-IST-AYT,AYT,03:50,09:50,A,360,1159,81,16.02.2022,2,159
THY,25.07.2022,OGU,OGU-IST-GZT,GZT,03:50,08:15,A,265,1159,81,16.02.2022,2,159
THY,25.07.2022,OGU,OGU-IST-DLM,DLM,03:50,08:00,A,250,1159,81,16.02.2022,2,159
THY,25.07.2022,OGU,OGU-IST,IST,03:50,05:35,A,105,606,99,16.02.2022,1,159
THY,25.07.2022,OGU,OGU-IST-KYA,KYA,03:50,07:40,A,230,1159,81,16.02.2022,2,159
THY,25.07.2022,OGU,OGU-IST-ADB,ADB,03:50,08:05,A,255,1159,81,16.02.2022,2,159
THY,25.07.2022,OGU,OGU-IST-TZX,TZX,03:50,08:40,A,290,1166,98,16.02.2022,2,159
THY,25.07.2022,OGU,OGU-IST-NAV,NAV,03:50,07:55,A,245,1159,81,16.02.2022,2,159
THY,25.08.2022,OGU,OGU-IST-AYT,AYT,03:50,09:50,A,360,1159,81,16.02.2022,2,190
THY,25.08.2022,OGU,OGU-IST-GZT,GZT,03:50,08:15,A,265,1159,81,16.02.2022,2,190
THY,25.08.2022,OGU,OGU-IST-DLM,DLM,03:50,08:00,A,250,1159,81,16.02.2022,2,190
THY,25.08.2022,OGU,OGU-IST,IST,03:50,05:35,A,105,606,99,16.02.2022,1,190
THY,25.08.2022,OGU,OGU-IST-KYA,KYA,03:50,07:40,A,230,1159,81,16.02.2022,2,190
THY,25.08.2022,OGU,OGU-ADB,ADB,12:25,14:20,A,115,606,99,16.02.2022,1,190
THY,25.08.2022,OGU,OGU-IST-TZX,TZX,03:50,08:40,A,290,1136,98,16.02.2022,2,190
THY,25.08.2022,OGU,OGU-IST-NAV,NAV,03:50,07:55,A,245,1159,81,16.02.2022,2,190
THY,5.06.2022,KSY,KSY-IST-AYT,AYT,11:15,16:55,A,340,1159,81,16.02.2022,2,109
THY,5.06.2022,KSY,KSY-IST-GZT,GZT,11:15,17:15,A,360,1159,81,16.02.2022,2,109
THY,5.06.2022,KSY,KSY-IST-DLM,DLM,11:15,17:30,A,375,1159,81,16.02.2022,2,109
THY,5.06.2022,KSY,KSY-IST,IST,11:15,13:30,A,135,606,99,16.02.2022,1,109
THY,5.06.2022,KSY,KSY-IST-KYA,KYA,11:15,19:50,A,515,1159,81,16.02.2022,2,109
THY,5.06.2022,KSY,KSY-IST-ADB,ADB,11:15,16:05,A,290,1159,81,16.02.2022,2,109
THY,5.06.2022,KSY,KSY-IST-TZX,TZX,11:15,17:35,A,380,1159,81,16.02.2022,2,109
THY,5.06.2022,KSY,KSY-IST-NAV,NAV,11:15,20:00,A,525,1159,81,16.02.2022,2,109
THY,5.07.2022,KSY,KSY-ESB-AYT,AYT,14:15,21:20,A,425,1066,83,16.02.2022,2,139
THY,5.07.2022,KSY,KSY-ESB-GZT,GZT,14:15,21:15,A,420,1066,83,16.02.2022,2,139
THY,5.07.2022,KSY,KSY-ESB-DLM,DLM,14:15,21:15,A,420,1066,83,16.02.2022,2,139
THY,5.07.2022,KSY,KSY-SAW,SAW,14:25,16:25,A,120,606,99,16.02.2022,1,139
THY,5.07.2022,KSY,KSY-SAW-KYA,KYA,14:25,20:15,A,350,1066,83,16.02.2022,2,139
THY,5.07.2022,AYT,AYT-IST-ADB,ADB,03:30,08:05,A,275,789,98,16.02.2022,2,139
THY,5.07.2022,KSY,KSY-ESB-TZX,TZX,14:15,20:30,A,375,1066,83,16.02.2022,2,139
THY,5.07.2022,KSY,KSY-SAW-IST-NAV,NAV,14:25,07:55,S,1050,1182,82,16.02.2022,2.5,139
THY,5.08.2022,KSY,KSY-ESB-AYT,AYT,14:10,22:55,A,525,1066,83,16.02.2022,2,170
THY,5.08.2022,KSY,KSY-ESB-GZT,GZT,14:10,01:05,S,655,1066,83,16.02.2022,2,170
THY,5.08.2022,KSY,KSY-ESB-DLM,DLM,14:10,22:05,A,475,1066,83,16.02.2022,2,170
THY,5.08.2022,KSY,KSY-IST,IST,15:15,17:30,A,135,606,99,16.02.2022,1,170
THY,5.08.2022,KSY,KSY-IST-KYA,KYA,15:15,19:50,A,275,1159,81,16.02.2022,2,170
THY,5.08.2022,KSY,KSY-ESB-ADB,ADB,14:10,21:15,A,425,1066,83,16.02.2022,2,170
THY,5.08.2022,KSY,KSY-ESB-TZX,TZX,14:10,21:15,A,425,1066,83,16.02.2022,2,170
THY,5.08.2022,KSY,KSY-IST-NAV,NAV,15:15,20:00,A,285,1159,81,16.02.2022,2,170
THY,14.06.2022,EDO,EDO-IST-AYT,AYT,10:40,14:30,A,230,999,81,16.02.2022,2,118
THY,14.06.2022,EDO,EDO-IST-GZT,GZT,10:40,17:15,A,395,879,81,16.02.2022,2,118
THY,14.06.2022,EDO,EDO-IST-DLM,DLM,10:40,15:10,A,270,1159,81,16.02.2022,2,118
THY,14.06.2022,EDO,EDO-IST,IST,10:40,11:45,A,65,325,99,16.02.2022,1,118
THY,14.06.2022,EDO,EDO-IST-KYA,KYA,10:40,19:50,A,550,1159,81,16.02.2022,2,118
THY,14.06.2022,EDO,EDO-IST-ADB,ADB,10:40,14:05,A,205,759,81,16.02.2022,2,118
