Airplane,Date,DepCode,Way,DesCode,DepTime,ArrTime,Day,Duration,Price,PriceEx,DateOfBought,Stop,Days
THY,14.06.2022,EDO,EDO-IST-TZX,TZX,10:40,15:30,A,290,1159,81,16.02.2022,2,118
THY,14.06.2022,EDO,EDO-IST-NAV,NAV,10:40,14:30,A,230,1159,81,16.02.2022,2,118
THY,14.07.2022,EDO,EDO-IST-AYT,AYT,10:40,14:30,A,230,999,81,16.02.2022,2,148
THY,14.07.2022,EDO,EDO-IST-GZT,GZT,10:40,17:15,A,395,939,81,16.02.2022,2,148
THY,14.07.2022,EDO,EDO-IST-DLM,DLM,10:40,15:10,A,270,1159,81,16.02.2022,2,148
THY,14.07.2022,EDO,EDO-IST,IST,10:40,11:45,A,65,380,99,16.02.2022,1,148
THY,14.07.2022,EDO,EDO-IST-KYA,KYA,10:40,19:50,A,550,1159,81,16.02.2022,2,148
THY,14.07.2022,EDO,EDO-IST-ADB,ADB,10:40,14:05,A,205,1159,81,16.02.2022,2,148
THY,14.07.2022,EDO,EDO-IST-TZX,TZX,10:40,15:30,A,290,1159,81,16.02.2022,2,148
THY,14.07.2022,EDO,EDO-IST-NAV,NAV,10:40,14:30,A,230,1159,81,16.02.2022,2,148
THY,14.08.2022,EDO,EDO-IST-AYT,AYT,10:40,14:30,A,230,999,81,16.02.2022,2,179
THY,14.08.2022,EDO,EDO-IST-GZT,GZT,10:40,17:15,A,395,1079,81,16.02.2022,2,179
THY,14.08.2022,EDO,EDO-IST-DLM,DLM,10:40,15:10,A,270,1159,81,16.02.2022,2,179
THY,14.08.2022,EDO,EDO-IST,IST,10:40,11:45,A,65,350,99,16.02.2022,1,179
THY,14.08.2022,EDO,EDO-IST-KYA,KYA,10:40,19:50,A,550,1159,81,16.02.2022,2,179
THY,14.08.2022,EDO,EDO-IST-ADB,ADB,10:40,14:05,A,205,879,81,16.02.2022,2,179
THY,14.08.2022,EDO,EDO-IST-TZX,TZX,10:40,15:30,A,290,1079,81,16.02.2022,2,179
THY,14.08.2022,EDO,EDO-IST-NAV,NAV,10:40,14:30,A,230,1159,81,16.02.2022,2,179
THY,1.06.2022,NOP,NOP-IST-AYT,AYT,11:00,14:30,A,210,996,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST-AYT,AYT,11:00,15:25,A,265,876,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST-SAW-AYT,AYT,11:00,01:05,S,845,779,41,18.02.2022,2.5,103
THY,1.06.2022,NOP,NOP-IST-GZT,GZT,11:00,17:15,A,375,876,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST-SAW-GZT,GZT,11:00,00:30,S,810,1179,41,18.02.2022,2.5,103
THY,1.06.2022,NOP,NOP-IST-DLM,DLM,11:00,15:10,A,250,796,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST-DLM,DLM,11:00,02:30,S,930,756,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST,IST,11:00,12:20,A,80,410,49,18.02.2022,1,103
THY,1.06.2022,NOP,NOP-IST-KYA,KYA,11:00,19:50,A,530,1156,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST-ADB,ADB,11:00,15:05,A,245,756,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST-SAW-ADB,ADB,11:00,00:45,S,825,779,41,18.02.2022,2.5,103
THY,1.06.2022,NOP,NOP-IST-TZX,TZX,11:00,03:25,S,985,996,40,18.02.2022,2,103
THY,1.06.2022,NOP,NOP-IST-NAV,NAV,11:00,20:00,A,540,936,40,18.02.2022,2,103
THY,1.07.2022,NOP,NOP-IST-AYT,AYT,11:00,14:30,A,210,996,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST-AYT,AYT,11:00,21:25,A,625,756,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST-AYT,AYT,11:00,02:30,S,930,756,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST-GZT,GZT,11:00,17:15,A,375,876,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST-GZT,GZT,11:00,02:20,S,920,1156,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST-SAW-DLM,DLM,11:00,21:50,A,650,1099,41,18.02.2022,2.5,133
THY,1.07.2022,NOP,NOP-IST-DLM,DLM,11:00,02:30,S,930,796,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST,IST,11:00,12:20,A,80,410,49,18.02.2022,1,133
THY,1.07.2022,NOP,NOP-IST-KYA,KYA,11:00,19:50,A,530,1156,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST-ADB,ADB,11:00,02:35,S,935,796,40,18.02.2022,2,133
THY,1.07.2022,NOP,NOP-IST-SAW-TZX,TZX,11:00,20:40,A,580,1179,41,18.02.2022,2.5,133
THY,1.07.2022,NOP,NOP-IST-NAV,NAV,11:00,20:00,A,540,1156,40,18.02.2022,2,133
THY,1.08.2022,NOP,NOP-IST-AYT,AYT,11:00,14:30,A,210,996,40,18.02.2022,2,164
THY,1.08.2022,NOP,NOP-IST-GZT,GZT,11:00,00:30,S,810,876,40,18.02.2022,2,164
THY,1.08.2022,NOP,NOP-IST-SAW-DLM,DLM,11:00,18:40,A,460,899,41,18.02.2022,2.5,164
THY,1.08.2022,NOP,NOP-IST,IST,11:00,12:20,A,80,440,49,18.02.2022,1,164
THY,1.08.2022,NOP,NOP-IST-KYA,KYA,11:00,02:10,S,910,876,40,18.02.2022,2,164
THY,1.08.2022,NOP,NOP-IST-ADB,ADB,11:00,15:05,A,245,796,40,18.02.2022,2,164
THY,1.08.2022,NOP,NOP-IST-SAW-ADB,ADB,11:00,00:45,S,825,819,41,18.02.2022,2.5,164
THY,1.08.2022,NOP,NOP-IST-SAW-TZX,TZX,11:00,19:40,A,520,1179,41,18.02.2022,2.5,164
THY,1.08.2022,NOP,NOP-IST-NAV,NAV,11:00,14:30,A,210,1156,40,18.02.2022,2,164
THY,1.08.2022,NOP,NOP-IST-NAV,NAV,11:00,20:00,A,540,1156,40,18.02.2022,2,164
THY,4.06.2022,IGD,IGD-IST-AYT,AYT,09:25,14:30,A,305,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-AYT,AYT,15:55,02:30,S,635,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-GZT,GZT,09:25,17:15,A,470,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-DLM,DLM,09:25,17:30,A,485,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-DLM,DLM,15:55,10:05,S,1090,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST,IST,09:25,11:45,A,140,606,99,18.02.2022,1,106
THY,4.06.2022,IGD,IGD-IST-KYA,KYA,09:25,19:50,A,625,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-ADB,ADB,09:25,14:05,A,280,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-SAW-ADB,ADB,09:25,18:20,A,535,1182,82,18.02.2022,2.5,106
THY,4.06.2022,IGD,IGD-IST-ADB,ADB,15:55,02:35,S,640,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-SAW-TZX,TZX,09:25,19:40,A,615,1182,82,18.02.2022,2.5,106
THY,4.06.2022,IGD,IGD-IST-NAV,NAV,09:25,14:30,A,305,1159,81,18.02.2022,2,106
THY,4.06.2022,IGD,IGD-IST-SAW-NAV,NAV,09:25,18:50,A,565,1182,82,18.02.2022,2.5,106
THY,4.07.2022,IGD,IGD-IST-AYT,AYT,15:55,21:25,A,330,1159,81,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-IST-SAW-AYT,AYT,15:55,01:05,S,550,1182,82,18.02.2022,2.5,136
THY,4.07.2022,IGD,IGD-IST-GZT,GZT,15:55,02:20,S,625,1159,81,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-IST-DLM,DLM,09:25,15:10,A,345,1159,81,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-ESB-DLM,DLM,14:55,18:45,A,230,1066,83,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-ESB-SAW,SAW,14:55,19:10,A,255,1066,83,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-IST-KYA,KYA,09:25,19:50,A,625,1159,81,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-IST-KYA,KYA,15:55,07:40,S,945,1159,81,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-IST-ADB,ADB,09:25,14:05,A,280,1159,81,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-ESB-TZX,TZX,14:55,21:10,A,375,1066,83,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-IST-TZX,TZX,15:55,03:25,S,690,1159,81,18.02.2022,2,136
THY,4.07.2022,IGD,IGD-IST-NAV,NAV,09:25,14:30,A,305,1159,81,18.02.2022,2,136
THY,4.08.2022,IGD,IGD-IST-AYT,AYT,09:25,14:30,A,305,1159,81,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-AYT,AYT,15:55,00:20,S,505,1159,81,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-GZT,GZT,15:55,02:20,S,625,1159,8,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-DLM,DLM,15:55,02:30,S,635,1159,81,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-ESB-IST,IST,14:10,00:05,S,595,1157,82,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-KYA,KYA,09:25,19:50,A,625,1159,81,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-KYA,KYA,15:55,07:40,S,945,1159,81,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-ADB,ADB,09:25,14:05,A,280,1159,81,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-ESB-ADB,ADB,14:10,21:20,A,430,1066,83,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-TZX,TZX,09:25,15:30,A,365,1159,81,18.02.2022,2,167
THY,4.08.2022,IGD,IGD-IST-NAV,NAV,15:55,07:55,S,960,1159,81,18.02.2022,2,167
THY,10.06.2022,SXZ,SXZ-ESB-SAW-AYT,AYT,11:15,16:50,A,335,1101,42,18.02.2022,3,112
THY,10.06.2022,SXZ,SXZ-ESB-IST-AYT,AYT,11:15,21:25,A,610,1194,40,18.02.2022,3,112
THY,10.06.2022,SXZ,SXZ-ESB-GZT,GZT,11:15,01:05,S,830,1063,42,18.02.2022,2,112
THY,10.06.2022,SXZ,SXZ-ESB-DLM,DLM,11:15,22:05,A,650,1063,42,18.02.2022,2,112
THY,10.06.2022,SXZ,SXZ-ESB-IST,IST,11:15,16:00,A,285,1154,41,18.02.2022,2,112
THY,10.06.2022,SXZ,SXZ-ESB-IST,IST,11:15,19:00,A,465,1154,41,18.02.2022,2,112
THY,10.06.2022,SXZ,SXZ-ESB-SAW-KYA,KYA,11:15,19:35,A,500,1101,42,18.02.2022,3,112
THY,10.06.2022,SXZ,SXZ-ESB-IST-KYA,KYA,11:15,23:15,A,720,1194,40,18.02.2022,3,112
THY,10.06.2022,SXZ,SXZ-ESB-ADB,ADB,11:15,21:15,A,600,1063,42,18.02.2022,2,112
THY,10.06.2022,SXZ,SXZ-ESB-ADB,ADB,11:15,22:45,A,690,1063,42,18.02.2022,2,112
THY,10.06.2022,SXZ,SXZ-ESB-TZX,TZX,11:15,21:15,A,600,1063,42,18.02.2022,2,112
THY,10.06.2022,SXZ,SXZ-ESB-IST-NAV,NAV,11:15,20:00,A,525,1194,40,18.02.2022,3,112
THY,10.06.2022,SXZ,SXZ-ESB-IST-NAV,NAV,11:15,07:55,S,1240,1194,40,18.02.2022,3,112
THY,11.07.2022,SXZ,SXZ-ESB-AYT,AYT,11:15,21:20,A,605,1063,42,18.02.2022,2,143
THY,11.07.2022,SXZ,SXZ-IST-SAW-AYT,AYT,11:40,21:45,A,605,1179,41,18.02.2022,2.5,143
THY,11.07.2022,SXZ,SXZ-ESB-GZT,GZT,11:15,21:20,A,605,1063,42,18.02.2022,2,143
THY,11.07.2022,SXZ,SXZ-IST-SAW-GZT,GZT,11:40,23:35,A,715,1179,41,18.02.2022,2.5,143
THY,11.07.2022,SXZ,SXZ-ESB-DLM,DLM,11:15,21:20,A,605,1063,42,18.02.2022,2,143
THY,11.07.2022,SXZ,SXZ-IST-SAW-DLM,DLM,11:40,20:35,A,535,1179,41,18.02.2022,2.5,143
THY,11.07.2022,SXZ,SXZ-ESB-SAW,SAW,11:15,15:25,A,250,1063,42,18.02.2022,2,143
THY,11.07.2022,SXZ,SXZ-IST-SAW-KYA,KYA,11:40,19:55,A,495,1179,41,18.02.2022,2.5,143
THY,11.07.2022,SXZ,SXZ-IST-ADB,ADB,11:40,19:05,A,445,1156,40,18.02.2022,2,143
THY,11.07.2022,SXZ,SXZ-IST-TZX,TZX,11:40,17:35,A,355,1156,40,18.02.2022,2,143
THY,11.07.2022,SXZ,SXZ-ESB-IST-NAV,NAV,11:15,07:55,S,1240,1194,40,18.02.2022,3,143
THY,11.08.2022,SXZ,SXZ-IST-AYT,AYT,11:40,16:55,A,315,1156,40,18.02.2022,2,174
THY,11.08.2022,SXZ,SXZ-IST-GZT,GZT,11:40,19:10,A,450,1156,40,18.02.2022,2,174
THY,11.08.2022,SXZ,SXZ-IST-DLM,DLM,11:40,19:55,A,495,1156,40,18.02.2022,2,174
THY,11.08.2022,SXZ,SXZ-IST,IST,11:40,13:45,A,125,606,99,18.02.2022,1,174
THY,11.08.2022,SXZ,SXZ-IST-SAW-KYA,KYA,11:40,20:05,A,505,1179,41,18.02.2022,2.5,174
THY,11.08.2022,SXZ,SXZ-IST-ADB,ADB,11:40,17:05,A,325,1156,40,18.02.2022,2,174
THY,11.08.2022,SXZ,SXZ-IST-TZX,TZX,11:40,19:05,A,445,1156,40,18.02.2022,2,174
THY,11.08.2022,SXZ,SXZ-IST-NAV,NAV,11:40,20:00,A,500,1156,40,18.02.2022,2,174
THY,5.06.2022,MZH,MZH-IST-AYT,AYT,19:00,22:40,A,220,1156,40,18.02.2022,2,107
THY,5.06.2022,MZH,MZH-IST-GZT,GZT,19:00,22:40,A,220,1156,40,18.02.2022,2,107
THY,5.06.2022,MZH,MZH-IST-DLM,DLM,19:00,02:30,S,450,756,40,18.02.2022,2,107
THY,5.06.2022,MZH,MZH-IST,IST,19:00,20:20,A,80,410,49,18.02.2022,1,107
THY,5.06.2022,MZH,MZH-IST-KYA,KYA,19:00,23:15,A,255,1156,40,18.02.2022,2,107
THY,5.06.2022,MZH,MZH-IST-ADB,ADB,19:00,23:05,A,245,756,40,18.02.2022,2,107
THY,5.06.2022,MZH,MZH-IST-TZX,TZX,19:00,00:35,S,335,996,40,18.02.2022,2,107
THY,5.06.2022,MZH,MZH-IST-NAV,NAV,19:00,07:55,S,775,936,40,18.02.2022,2,107
THY,5.07.2022,MZH,MZH-IST-GZT,GZT,19:00,22:40,A,220,1156,40,18.02.2022,2,137
THY,5.07.2022,MZH,MZH-IST-DLM,DLM,19:00,23:05,A,245,1156,40,18.02.2022,2,137
THY,5.07.2022,MZH,MZH-IST,IST,19:00,20:20,A,80,470,49,18.02.2022,1,137
THY,5.07.2022,MZH,MZH-IST-KYA,KYA,19:00,23:15,A,255,1156,40,18.02.2022,2,137
THY,5.07.2022,MZH,MZH-IST-ADB,ADB,19:00,23:05,A,245,876,40,18.02.2022,2,137
THY,5.07.2022,MZH,MZH-IST-TZX,TZX,19:00,00:35,S,335,1156,40,18.02.2022,2,137
THY,5.07.2022,MZH,MZH-IST-NAV,NAV,19:00,07:55,S,775,1156,40,18.02.2022,2,137
THY,5.07.2022,MZH,MZH-IST-AYT,AYT,19:00,22:40,A,220,1156,40,18.02.2022,2,137
THY,5.08.2022,MZH,MZH-IST-AYT,AYT,11:05,14:30,A,205,996,40,18.02.2022,2,168
THY,5.08.2022,MZH,MZH-IST-GZT,GZT,11:05,17:15,A,370,876,40,18.02.2022,2,168
THY,5.08.2022,MZH,MZH-IST-DLM,DLM,11:05,15:10,A,245,1156,40,18.02.2022,2,168
THY,5.08.2022,MZH,MZH-IST,IST,11:05,12:25,A,80,470,49,18.02.2022,1,168
THY,5.08.2022,MZH,MZH-IST-SAW-KYA,KYA,11:05,19:35,A,510,1179,41,18.02.2022,2.5,168
THY,5.08.2022,MZH,MZH-IST-ADB,ADB,11:05,15:05,A,240,1156,40,18.02.2022,2,168
THY,5.08.2022,MZH,MZH-IST-TZX,TZX,11:05,15:30,A,265,1076,40,18.02.2022,2,168
THY,5.08.2022,MZH,MZH-IST-NAV,NAV,11:05,14:30,A,205,1156,40,18.02.2022,2,168
PGS,1.06.2022,ESB,ESB-AYT,AYT,06:00,07:10,A,70,431,99,17.02.2022,1,104
PGS,1.06.2022,ESB,ESB-SAW-AYT,AYT,09:10,12:55,A,225,751,98,17.02.2022,2,104
PGS,1.06.2022,ESB,ESB-SAW-GZT,GZT,13:15,21:35,A,500,861,98,17.02.2022,2,104
PGS,1.06.2022,ESB,ESB-SAW-DLM,DLM,05:40,09:10,A,210,761,98,17.02.2022,2,104
PGS,1.06.2022,ESB,ESB-SAW,SAW,07:05,08:10,A,65,391,99,17.02.2022,1,104
PGS,1.06.2022,ESB,ESB-SAW,SAW,12:05,13:10,A,65,391,99,17.02.2022,1,104
PGS,1.06.2022,ESB,ESB-SAW,SAW,21:55,23:00,A,65,391,99,17.02.2022,1,104
PGS,1.06.2022,ESB,ESB-ADB,ADB,07:40,08:55,A,75,421,99,17.02.2022,1,104
PGS,1.06.2022,ESB,ESB-ADB,ADB,11:40,12:55,A,75,421,99,17.02.2022,1,104
PGS,1.06.2022,ESB,ESB-ADB,ADB,21:45,23:00,A,75,421,99,17.02.2022,1,104
PGS,1.06.2022,ESB,ESB-SAW-TZX,TZX,05:40,09:35,A,235,921,98,17.02.2022,2,104
PGS,5.06.2022,ADA,ADA-AYT,AYT,06:00,07:05,A,65,329,99,17.02.2022,1,108
PGS,5.06.2022,ADA,ADA-AYT,AYT,21:15,22:20,A,65,329,99,17.02.2022,1,108
PGS,5.06.2022,ADA,ADA-SAW-DLM,DLM,05:40,11:15,A,335,849,98,17.02.2022,2,108
PGS,5.06.2022,ADA,ADA-SAW-DLM,DLM,12:35,20:00,A,445,769,98,17.02.2022,2,108
PGS,5.06.2022,ADA,ADA-SAW,SAW,05:40,07:10,A,90,429,99,17.02.2022,1,108
PGS,5.06.2022,ADA,ADA-SAW,SAW,08:15,09:45,A,90,429,99,17.02.2022,1,108
PGS,5.06.2022,ADA,ADA-SAW,SAW,20:45,22:15,A,90,449,99,17.02.2022,1,108
PGS,5.06.2022,ADA,ADA-SAW-ADB,ADB,05:40,09:20,A,220,789,98,17.02.2022,2,108
PGS,5.06.2022,ADA,ADA-ADB,ADB,08:00,09:30,A,90,359,99,17.02.2022,1,108
PGS,5.06.2022,ADA,ADA-SAW-ADB,ADB,17:00,22:40,A,340,809,98,17.02.2022,2,108
PGS,5.06.2022,ADA,ADA-SAW-TZX,TZX,05:40,11:10,A,330,949,98,17.02.2022,2,108
PGS,5.06.2022,ADA,ADA-TZX,TZX,13:00,14:20,A,80,489,99,17.02.2022,1,108
PGS,7.06.2022,GNY,GNY-SAW-AYT,AYT,19:50,01:30,S,340,829,98,17.02.2022,2,110
PGS,7.06.2022,GNY,GNY-SAW-DLM,DLM,19:50,01:25,S,335,819,98,17.02.2022,2,110
PGS,7.06.2022,GNY,GNY-SAW-ADB,ADB,19:50,00:55,S,305,839,98,17.02.2022,2,110
PGS,7.06.2022,GNY,GNY-SAW-TZX,TZX,19:50,01:15,S,325,999,98,17.02.2022,2,110
PGS,10.06.2022,GNY,GNY-SAW-KYA,KYA,21:25,01:45,S,260,839,98,17.02.2022,2,113
PGS,10.06.2022,KSY,KSY-SAW-AYT,AYT,21:55,07:05,S,550,949,98,17.02.2022,2,113
PGS,8.06.2022,KSY,KSY-SAW-DLM,DLM,12:20,20:00,A,460,939,98,17.02.2022,2,111
PGS,8.06.2022,KSY,KSY-SAW,SAW,12:20,14:30,A,130,599,99,17.02.2022,1,111
PGS,8.06.2022,KSY,KSY-SAW-KYA,KYA,12:20,20:10,A,470,959,98,17.02.2022,2,111
PGS,8.06.2022,KSY,KSY-SAW-ADB,ADB,12:20,19:25,A,425,959,98,17.02.2022,2,111
PGS,8.06.2022,KSY,KSY-SAW-TZX,TZX,12:20,20:15,A,475,1099,98,17.02.2022,2,111
PGS,11.06.2022,GZP,GZP-SAW,SAW,09:15,10:35,A,80,389,99,17.02.2022,1,114
PGS,11.06.2022,GZP,GZP-SAW-ADB,ADB,09:15,14:10,A,295,749,98,17.02.2022,2,114
PGS,11.06.2022,GZP,GZP-SAW-TZX,TZX,09:15,16:20,A,425,929,98,17.02.2022,2,114
PGS,13.06.2022,DIY,DIY-SAW-AYT,AYT,20:50,01:30,S,280,969,98,17.02.2022,2,116
PGS,13.06.2022,DIY,DIY-SAW-DLM,DLM,09:30,17:45,A,495,909,98,17.02.2022,2,116
PGS,13.06.2022,DIY,DIY-SAW,SAW,09:30,11:30,A,120,569,98,17.02.2022,1,116
PGS,13.06.2022,DIY,DIY-SAW,SAW,20:50,22:50,A,120,569,98,17.02.2022,1,116
PGS,12.06.2022,DIY,DIY-SAW-KYA,KYA,20:50,01:45,S,295,959,98,17.02.2022,2,115
PGS,12.06.2022,DIY,DIY-ADB,ADB,00:15,02:25,A,130,469,99,17.02.2022,1,115
PGS,13.06.2022,DIY,DIY-SAW-TZX,TZX,09:30,16:20,A,410,1089,98,17.02.2022,2,116
PGS,15.06.2022,HTY,HTY-SAW-AYT,AYT,09:00,16:35,A,455,819,98,17.02.2022,2,118
PGS,15.06.2022,HTY,HTY-SAW-DLM,DLM,09:00,17:45,A,525,809,98,17.02.2022,2,118
PGS,15.06.2022,HTY,HTY-SAW,SAW,09:00,10:40,A,100,469,99,17.02.2022,1,118
